row_id,date,country,store,product,num_sold,easter,newyear
70,2015-01-04,Sweden,KaggleRama,Kaggle Hat,1112,0,1
71,2015-01-04,Sweden,KaggleRama,Kaggle Sticker,300,0,1
72,2015-01-05,Finland,KaggleMart,Kaggle Mug,243,0,0
73,2015-01-05,Finland,KaggleMart,Kaggle Hat,378,0,0
74,2015-01-05,Finland,KaggleMart,Kaggle Sticker,102,0,0
75,2015-01-05,Finland,KaggleRama,Kaggle Mug,423,0,0
76,2015-01-05,Finland,KaggleRama,Kaggle Hat,668,0,0
77,2015-01-05,Finland,KaggleRama,Kaggle Sticker,187,0,0
78,2015-01-05,Norway,KaggleMart,Kaggle Mug,435,0,0
79,2015-01-05,Norway,KaggleMart,Kaggle Hat,671,0,0
80,2015-01-05,Norway,KaggleMart,Kaggle Sticker,184,0,0
81,2015-01-05,Norway,KaggleRama,Kaggle Mug,739,0,0
82,2015-01-05,Norway,KaggleRama,Kaggle Hat,1126,0,0
83,2015-01-05,Norway,KaggleRama,Kaggle Sticker,310,0,0
84,2015-01-05,Sweden,KaggleMart,Kaggle Mug,298,0,0
85,2015-01-05,Sweden,KaggleMart,Kaggle Hat,442,0,0
86,2015-01-05,Sweden,KaggleMart,Kaggle Sticker,127,0,0
87,2015-01-05,Sweden,KaggleRama,Kaggle Mug,512,0,0
88,2015-01-05,Sweden,KaggleRama,Kaggle Hat,796,0,0
89,2015-01-05,Sweden,KaggleRama,Kaggle Sticker,227,0,0
90,2015-01-06,Finland,KaggleMart,Kaggle Mug,223,0,0
91,2015-01-06,Finland,KaggleMart,Kaggle Hat,389,0,0
92,2015-01-06,Finland,KaggleMart,Kaggle Sticker,99,0,0
93,2015-01-06,Finland,KaggleRama,Kaggle Mug,407,0,0
94,2015-01-06,Finland,KaggleRama,Kaggle Hat,636,0,0
95,2015-01-06,Finland,KaggleRama,Kaggle Sticker,168,0,0
96,2015-01-06,Norway,KaggleMart,Kaggle Mug,402,0,0
97,2015-01-06,Norway,KaggleMart,Kaggle Hat,683,0,0
98,2015-01-06,Norway,KaggleMart,Kaggle Sticker,181,0,0
99,2015-01-06,Norway,KaggleRama,Kaggle Mug,681,0,0
100,2015-01-06,Norway,KaggleRama,Kaggle Hat,1131,0,0
101,2015-01-06,Norway,KaggleRama,Kaggle Sticker,306,0,0
102,2015-01-06,Sweden,KaggleMart,Kaggle Mug,256,0,0
103,2015-01-06,Sweden,KaggleMart,Kaggle Hat,411,0,0
104,2015-01-06,Sweden,KaggleMart,Kaggle Sticker,111,0,0
105,2015-01-06,Sweden,KaggleRama,Kaggle Mug,471,0,0
106,2015-01-06,Sweden,KaggleRama,Kaggle Hat,853,0,0
107,2015-01-06,Sweden,KaggleRama,Kaggle Sticker,206,0,0
108,2015-01-07,Finland,KaggleMart,Kaggle Mug,229,0,0
109,2015-01-07,Finland,KaggleMart,Kaggle Hat,342,0,0
110,2015-01-07,Finland,KaggleMart,Kaggle Sticker,91,0,0
111,2015-01-07,Finland,KaggleRama,Kaggle Mug,356,0,0
112,2015-01-07,Finland,KaggleRama,Kaggle Hat,576,0,0
113,2015-01-07,Finland,KaggleRama,Kaggle Sticker,173,0,0
114,2015-01-07,Norway,KaggleMart,Kaggle Mug,371,0,0
115,2015-01-07,Norway,KaggleMart,Kaggle Hat,504,0,0
116,2015-01-07,Norway,KaggleMart,Kaggle Sticker,149,0,0
117,2015-01-07,Norway,KaggleRama,Kaggle Mug,653,0,0
118,2015-01-07,Norway,KaggleRama,Kaggle Hat,958,0,0
119,2015-01-07,Norway,KaggleRama,Kaggle Sticker,262,0,0
120,2015-01-07,Sweden,KaggleMart,Kaggle Mug,256,0,0
121,2015-01-07,Sweden,KaggleMart,Kaggle Hat,415,0,0
122,2015-01-07,Sweden,KaggleMart,Kaggle Sticker,119,0,0
123,2015-01-07,Sweden,KaggleRama,Kaggle Mug,442,0,0
124,2015-01-07,Sweden,KaggleRama,Kaggle Hat,689,0,0
125,2015-01-07,Sweden,KaggleRama,Kaggle Sticker,208,0,0
126,2015-01-08,Finland,KaggleMart,Kaggle Mug,205,0,0
127,2015-01-08,Finland,KaggleMart,Kaggle Hat,355,0,0
128,2015-01-08,Finland,KaggleMart,Kaggle Sticker,93,0,0
129,2015-01-08,Finland,KaggleRama,Kaggle Mug,353,0,0
130,2015-01-08,Finland,KaggleRama,Kaggle Hat,581,0,0
131,2015-01-08,Finland,KaggleRama,Kaggle Sticker,163,0,0
132,2015-01-08,Norway,KaggleMart,Kaggle Mug,361,0,0
133,2015-01-08,Norway,KaggleMart,Kaggle Hat,574,0,0
134,2015-01-08,Norway,KaggleMart,Kaggle Sticker,163,0,0
135,2015-01-08,Norway,KaggleRama,Kaggle Mug,538,0,0
136,2015-01-08,Norway,KaggleRama,Kaggle Hat,1004,0,0
137,2015-01-08,Norway,KaggleRama,Kaggle Sticker,263,0,0
138,2015-01-08,Sweden,KaggleMart,Kaggle Mug,259,0,0
139,2015-01-08,Sweden,KaggleMart,Kaggle Hat,402,0,0
140,2015-01-08,Sweden,KaggleMart,Kaggle Sticker,121,0,0
141,2015-01-08,Sweden,KaggleRama,Kaggle Mug,493,0,0
142,2015-01-08,Sweden,KaggleRama,Kaggle Hat,723,0,0
143,2015-01-08,Sweden,KaggleRama,Kaggle Sticker,202,0,0
144,2015-01-09,Finland,KaggleMart,Kaggle Mug,223,0,0
145,2015-01-09,Finland,KaggleMart,Kaggle Hat,344,0,0
146,2015-01-09,Finland,KaggleMart,Kaggle Sticker,101,0,0
147,2015-01-09,Finland,KaggleRama,Kaggle Mug,386,0,0
148,2015-01-09,Finland,KaggleRama,Kaggle Hat,634,0,0
149,2015-01-09,Finland,KaggleRama,Kaggle Sticker,165,0,0
150,2015-01-09,Norway,KaggleMart,Kaggle Mug,338,0,0
151,2015-01-09,Norway,KaggleMart,Kaggle Hat,566,0,0
152,2015-01-09,Norway,KaggleMart,Kaggle Sticker,153,0,0
153,2015-01-09,Norway,KaggleRama,Kaggle Mug,605,0,0
154,2015-01-09,Norway,KaggleRama,Kaggle Hat,1053,0,0
155,2015-01-09,Norway,KaggleRama,Kaggle Sticker,258,0,0
156,2015-01-09,Sweden,KaggleMart,Kaggle Mug,268,0,0
157,2015-01-09,Sweden,KaggleMart,Kaggle Hat,422,0,0
158,2015-01-09,Sweden,KaggleMart,Kaggle Sticker,121,0,0
159,2015-01-09,Sweden,KaggleRama,Kaggle Mug,479,0,0
160,2015-01-09,Sweden,KaggleRama,Kaggle Hat,731,0,0
161,2015-01-09,Sweden,KaggleRama,Kaggle Sticker,194,0,0
162,2015-01-10,Finland,KaggleMart,Kaggle Mug,280,0,0
163,2015-01-10,Finland,KaggleMart,Kaggle Hat,456,0,0
164,2015-01-10,Finland,KaggleMart,Kaggle Sticker,126,0,0
165,2015-01-10,Finland,KaggleRama,Kaggle Mug,469,0,0
166,2015-01-10,Finland,KaggleRama,Kaggle Hat,703,0,0
167,2015-01-10,Finland,KaggleRama,Kaggle Sticker,198,0,0
168,2015-01-10,Norway,KaggleMart,Kaggle Mug,433,0,0
169,2015-01-10,Norway,KaggleMart,Kaggle Hat,512,0,0
170,2015-01-10,Norway,KaggleMart,Kaggle Sticker,172,0,0
171,2015-01-10,Norway,KaggleRama,Kaggle Mug,602,0,0
172,2015-01-10,Norway,KaggleRama,Kaggle Hat,1122,0,0
173,2015-01-10,Norway,KaggleRama,Kaggle Sticker,326,0,0
174,2015-01-10,Sweden,KaggleMart,Kaggle Mug,332,0,0
175,2015-01-10,Sweden,KaggleMart,Kaggle Hat,547,0,0
176,2015-01-10,Sweden,KaggleMart,Kaggle Sticker,137,0,0
177,2015-01-10,Sweden,KaggleRama,Kaggle Mug,536,0,0
178,2015-01-10,Sweden,KaggleRama,Kaggle Hat,955,0,0
179,2015-01-10,Sweden,KaggleRama,Kaggle Sticker,254,0,0
180,2015-01-11,Finland,KaggleMart,Kaggle Mug,231,0,0
181,2015-01-11,Finland,KaggleMart,Kaggle Hat,447,0,0
182,2015-01-11,Finland,KaggleMart,Kaggle Sticker,114,0,0
183,2015-01-11,Finland,KaggleRama,Kaggle Mug,454,0,0
184,2015-01-11,Finland,KaggleRama,Kaggle Hat,676,0,0
185,2015-01-11,Finland,KaggleRama,Kaggle Sticker,205,0,0
186,2015-01-11,Norway,KaggleMart,Kaggle Mug,387,0,0
187,2015-01-11,Norway,KaggleMart,Kaggle Hat,679,0,0
188,2015-01-11,Norway,KaggleMart,Kaggle Sticker,170,0,0
189,2015-01-11,Norway,KaggleRama,Kaggle Mug,717,0,0
190,2015-01-11,Norway,KaggleRama,Kaggle Hat,1109,0,0
191,2015-01-11,Norway,KaggleRama,Kaggle Sticker,301,0,0
192,2015-01-11,Sweden,KaggleMart,Kaggle Mug,354,0,0
193,2015-01-11,Sweden,KaggleMart,Kaggle Hat,531,0,0
194,2015-01-11,Sweden,KaggleMart,Kaggle Sticker,142,0,0
195,2015-01-11,Sweden,KaggleRama,Kaggle Mug,538,0,0
196,2015-01-11,Sweden,KaggleRama,Kaggle Hat,882,0,0
197,2015-01-11,Sweden,KaggleRama,Kaggle Sticker,243,0,0
198,2015-01-12,Finland,KaggleMart,Kaggle Mug,197,0,0
199,2015-01-12,Finland,KaggleMart,Kaggle Hat,324,0,0
200,2015-01-12,Finland,KaggleMart,Kaggle Sticker,84,0,0
201,2015-01-12,Finland,KaggleRama,Kaggle Mug,354,0,0
202,2015-01-12,Finland,KaggleRama,Kaggle Hat,560,0,0
203,2015-01-12,Finland,KaggleRama,Kaggle Sticker,151,0,0
204,2015-01-12,Norway,KaggleMart,Kaggle Mug,323,0,0
205,2015-01-12,Norway,KaggleMart,Kaggle Hat,510,0,0
206,2015-01-12,Norway,KaggleMart,Kaggle Sticker,147,0,0
207,2015-01-12,Norway,KaggleRama,Kaggle Mug,534,0,0
208,2015-01-12,Norway,KaggleRama,Kaggle Hat,885,0,0
209,2015-01-12,Norway,KaggleRama,Kaggle Sticker,265,0,0
210,2015-01-12,Sweden,KaggleMart,Kaggle Mug,245,0,0
211,2015-01-12,Sweden,KaggleMart,Kaggle Hat,360,0,0
212,2015-01-12,Sweden,KaggleMart,Kaggle Sticker,118,0,0
213,2015-01-12,Sweden,KaggleRama,Kaggle Mug,456,0,0
214,2015-01-12,Sweden,KaggleRama,Kaggle Hat,642,0,0
215,2015-01-12,Sweden,KaggleRama,Kaggle Sticker,168,0,0
216,2015-01-13,Finland,KaggleMart,Kaggle Mug,186,0,0
217,2015-01-13,Finland,KaggleMart,Kaggle Hat,318,0,0
218,2015-01-13,Finland,KaggleMart,Kaggle Sticker,84,0,0
219,2015-01-13,Finland,KaggleRama,Kaggle Mug,354,0,0
220,2015-01-13,Finland,KaggleRama,Kaggle Hat,580,0,0
221,2015-01-13,Finland,KaggleRama,Kaggle Sticker,149,0,0
222,2015-01-13,Norway,KaggleMart,Kaggle Mug,311,0,0
223,2015-01-13,Norway,KaggleMart,Kaggle Hat,522,0,0
224,2015-01-13,Norway,KaggleMart,Kaggle Sticker,140,0,0
225,2015-01-13,Norway,KaggleRama,Kaggle Mug,534,0,0
226,2015-01-13,Norway,KaggleRama,Kaggle Hat,939,0,0
227,2015-01-13,Norway,KaggleRama,Kaggle Sticker,231,0,0
228,2015-01-13,Sweden,KaggleMart,Kaggle Mug,221,0,0
229,2015-01-13,Sweden,KaggleMart,Kaggle Hat,355,0,0
230,2015-01-13,Sweden,KaggleMart,Kaggle Sticker,101,0,0
231,2015-01-13,Sweden,KaggleRama,Kaggle Mug,409,0,0
232,2015-01-13,Sweden,KaggleRama,Kaggle Hat,653,0,0
233,2015-01-13,Sweden,KaggleRama,Kaggle Sticker,173,0,0
234,2015-01-14,Finland,KaggleMart,Kaggle Mug,187,0,0
235,2015-01-14,Finland,KaggleMart,Kaggle Hat,324,0,0
236,2015-01-14,Finland,KaggleMart,Kaggle Sticker,86,0,0
237,2015-01-14,Finland,KaggleRama,Kaggle Mug,337,0,0
238,2015-01-14,Finland,KaggleRama,Kaggle Hat,547,0,0
239,2015-01-14,Finland,KaggleRama,Kaggle Sticker,142,0,0
240,2015-01-14,Norway,KaggleMart,Kaggle Mug,325,0,0
241,2015-01-14,Norway,KaggleMart,Kaggle Hat,495,0,0
242,2015-01-14,Norway,KaggleMart,Kaggle Sticker,144,0,0
243,2015-01-14,Norway,KaggleRama,Kaggle Mug,545,0,0
244,2015-01-14,Norway,KaggleRama,Kaggle Hat,946,0,0
245,2015-01-14,Norway,KaggleRama,Kaggle Sticker,247,0,0
246,2015-01-14,Sweden,KaggleMart,Kaggle Mug,235,0,0
247,2015-01-14,Sweden,KaggleMart,Kaggle Hat,339,0,0
248,2015-01-14,Sweden,KaggleMart,Kaggle Sticker,102,0,0
249,2015-01-14,Sweden,KaggleRama,Kaggle Mug,402,0,0
250,2015-01-14,Sweden,KaggleRama,Kaggle Hat,649,0,0
251,2015-01-14,Sweden,KaggleRama,Kaggle Sticker,177,0,0
252,2015-01-15,Finland,KaggleMart,Kaggle Mug,184,0,0
253,2015-01-15,Finland,KaggleMart,Kaggle Hat,295,0,0
254,2015-01-15,Finland,KaggleMart,Kaggle Sticker,77,0,0
255,2015-01-15,Finland,KaggleRama,Kaggle Mug,306,0,0
256,2015-01-15,Finland,KaggleRama,Kaggle Hat,569,0,0
257,2015-01-15,Finland,KaggleRama,Kaggle Sticker,149,0,0
258,2015-01-15,Norway,KaggleMart,Kaggle Mug,316,0,0
259,2015-01-15,Norway,KaggleMart,Kaggle Hat,505,0,0
260,2015-01-15,Norway,KaggleMart,Kaggle Sticker,135,0,0
261,2015-01-15,Norway,KaggleRama,Kaggle Mug,564,0,0
262,2015-01-15,Norway,KaggleRama,Kaggle Hat,972,0,0
263,2015-01-15,Norway,KaggleRama,Kaggle Sticker,252,0,0
264,2015-01-15,Sweden,KaggleMart,Kaggle Mug,220,0,0
265,2015-01-15,Sweden,KaggleMart,Kaggle Hat,362,0,0
266,2015-01-15,Sweden,KaggleMart,Kaggle Sticker,94,0,0
267,2015-01-15,Sweden,KaggleRama,Kaggle Mug,363,0,0
268,2015-01-15,Sweden,KaggleRama,Kaggle Hat,593,0,0
269,2015-01-15,Sweden,KaggleRama,Kaggle Sticker,157,0,0
270,2015-01-16,Finland,KaggleMart,Kaggle Mug,196,0,0
271,2015-01-16,Finland,KaggleMart,Kaggle Hat,292,0,0
272,2015-01-16,Finland,KaggleMart,Kaggle Sticker,89,0,0
273,2015-01-16,Finland,KaggleRama,Kaggle Mug,332,0,0
274,2015-01-16,Finland,KaggleRama,Kaggle Hat,474,0,0
275,2015-01-16,Finland,KaggleRama,Kaggle Sticker,151,0,0
276,2015-01-16,Norway,KaggleMart,Kaggle Mug,347,0,0
277,2015-01-16,Norway,KaggleMart,Kaggle Hat,514,0,0
278,2015-01-16,Norway,KaggleMart,Kaggle Sticker,171,0,0
279,2015-01-16,Norway,KaggleRama,Kaggle Mug,571,0,0
280,2015-01-16,Norway,KaggleRama,Kaggle Hat,1008,0,0
281,2015-01-16,Norway,KaggleRama,Kaggle Sticker,253,0,0
282,2015-01-16,Sweden,KaggleMart,Kaggle Mug,213,0,0
283,2015-01-16,Sweden,KaggleMart,Kaggle Hat,376,0,0
284,2015-01-16,Sweden,KaggleMart,Kaggle Sticker,98,0,0
285,2015-01-16,Sweden,KaggleRama,Kaggle Mug,396,0,0
286,2015-01-16,Sweden,KaggleRama,Kaggle Hat,635,0,0
287,2015-01-16,Sweden,KaggleRama,Kaggle Sticker,180,0,0
288,2015-01-17,Finland,KaggleMart,Kaggle Mug,220,0,0
289,2015-01-17,Finland,KaggleMart,Kaggle Hat,427,0,0
290,2015-01-17,Finland,KaggleMart,Kaggle Sticker,111,0,0
291,2015-01-17,Finland,KaggleRama,Kaggle Mug,406,0,0
292,2015-01-17,Finland,KaggleRama,Kaggle Hat,701,0,0
293,2015-01-17,Finland,KaggleRama,Kaggle Sticker,176,0,0
294,2015-01-17,Norway,KaggleMart,Kaggle Mug,399,0,0
295,2015-01-17,Norway,KaggleMart,Kaggle Hat,671,0,0
296,2015-01-17,Norway,KaggleMart,Kaggle Sticker,184,0,0
297,2015-01-17,Norway,KaggleRama,Kaggle Mug,712,0,0
298,2015-01-17,Norway,KaggleRama,Kaggle Hat,1109,0,0
299,2015-01-17,Norway,KaggleRama,Kaggle Sticker,316,0,0
300,2015-01-17,Sweden,KaggleMart,Kaggle Mug,254,0,0
301,2015-01-17,Sweden,KaggleMart,Kaggle Hat,487,0,0
302,2015-01-17,Sweden,KaggleMart,Kaggle Sticker,123,0,0
303,2015-01-17,Sweden,KaggleRama,Kaggle Mug,507,0,0
304,2015-01-17,Sweden,KaggleRama,Kaggle Hat,781,0,0
305,2015-01-17,Sweden,KaggleRama,Kaggle Sticker,196,0,0
306,2015-01-18,Finland,KaggleMart,Kaggle Mug,233,0,0
307,2015-01-18,Finland,KaggleMart,Kaggle Hat,371,0,0
308,2015-01-18,Finland,KaggleMart,Kaggle Sticker,104,0,0
309,2015-01-18,Finland,KaggleRama,Kaggle Mug,396,0,0
310,2015-01-18,Finland,KaggleRama,Kaggle Hat,617,0,0
311,2015-01-18,Finland,KaggleRama,Kaggle Sticker,163,0,0
312,2015-01-18,Norway,KaggleMart,Kaggle Mug,411,0,0
313,2015-01-18,Norway,KaggleMart,Kaggle Hat,626,0,0
314,2015-01-18,Norway,KaggleMart,Kaggle Sticker,161,0,0
315,2015-01-18,Norway,KaggleRama,Kaggle Mug,698,0,0
316,2015-01-18,Norway,KaggleRama,Kaggle Hat,1109,0,0
317,2015-01-18,Norway,KaggleRama,Kaggle Sticker,299,0,0
318,2015-01-18,Sweden,KaggleMart,Kaggle Mug,246,0,0
319,2015-01-18,Sweden,KaggleMart,Kaggle Hat,443,0,0
320,2015-01-18,Sweden,KaggleMart,Kaggle Sticker,127,0,0
321,2015-01-18,Sweden,KaggleRama,Kaggle Mug,485,0,0
322,2015-01-18,Sweden,KaggleRama,Kaggle Hat,851,0,0
323,2015-01-18,Sweden,KaggleRama,Kaggle Sticker,214,0,0
324,2015-01-19,Finland,KaggleMart,Kaggle Mug,166,0,0
325,2015-01-19,Finland,KaggleMart,Kaggle Hat,288,0,0
326,2015-01-19,Finland,KaggleMart,Kaggle Sticker,73,0,0
327,2015-01-19,Finland,KaggleRama,Kaggle Mug,343,0,0
328,2015-01-19,Finland,KaggleRama,Kaggle Hat,560,0,0
329,2015-01-19,Finland,KaggleRama,Kaggle Sticker,158,0,0
330,2015-01-19,Norway,KaggleMart,Kaggle Mug,303,0,0
331,2015-01-19,Norway,KaggleMart,Kaggle Hat,545,0,0
332,2015-01-19,Norway,KaggleMart,Kaggle Sticker,137,0,0
333,2015-01-19,Norway,KaggleRama,Kaggle Mug,527,0,0
334,2015-01-19,Norway,KaggleRama,Kaggle Hat,913,0,0
335,2015-01-19,Norway,KaggleRama,Kaggle Sticker,244,0,0
336,2015-01-19,Sweden,KaggleMart,Kaggle Mug,223,0,0
337,2015-01-19,Sweden,KaggleMart,Kaggle Hat,375,0,0
338,2015-01-19,Sweden,KaggleMart,Kaggle Sticker,106,0,0
339,2015-01-19,Sweden,KaggleRama,Kaggle Mug,369,0,0
340,2015-01-19,Sweden,KaggleRama,Kaggle Hat,569,0,0
341,2015-01-19,Sweden,KaggleRama,Kaggle Sticker,148,0,0
342,2015-01-20,Finland,KaggleMart,Kaggle Mug,188,0,0
343,2015-01-20,Finland,KaggleMart,Kaggle Hat,309,0,0
344,2015-01-20,Finland,KaggleMart,Kaggle Sticker,79,0,0
345,2015-01-20,Finland,KaggleRama,Kaggle Mug,326,0,0
346,2015-01-20,Finland,KaggleRama,Kaggle Hat,560,0,0
347,2015-01-20,Finland,KaggleRama,Kaggle Sticker,140,0,0
348,2015-01-20,Norway,KaggleMart,Kaggle Mug,335,0,0
349,2015-01-20,Norway,KaggleMart,Kaggle Hat,538,0,0
350,2015-01-20,Norway,KaggleMart,Kaggle Sticker,129,0,0
351,2015-01-20,Norway,KaggleRama,Kaggle Mug,533,0,0
352,2015-01-20,Norway,KaggleRama,Kaggle Hat,955,0,0
353,2015-01-20,Norway,KaggleRama,Kaggle Sticker,249,0,0
354,2015-01-20,Sweden,KaggleMart,Kaggle Mug,224,0,0
355,2015-01-20,Sweden,KaggleMart,Kaggle Hat,350,0,0
356,2015-01-20,Sweden,KaggleMart,Kaggle Sticker,97,0,0
357,2015-01-20,Sweden,KaggleRama,Kaggle Mug,382,0,0
358,2015-01-20,Sweden,KaggleRama,Kaggle Hat,653,0,0
359,2015-01-20,Sweden,KaggleRama,Kaggle Sticker,167,0,0
360,2015-01-21,Finland,KaggleMart,Kaggle Mug,172,0,0
361,2015-01-21,Finland,KaggleMart,Kaggle Hat,320,0,0
362,2015-01-21,Finland,KaggleMart,Kaggle Sticker,81,0,0
363,2015-01-21,Finland,KaggleRama,Kaggle Mug,318,0,0
364,2015-01-21,Finland,KaggleRama,Kaggle Hat,522,0,0
365,2015-01-21,Finland,KaggleRama,Kaggle Sticker,138,0,0
366,2015-01-21,Norway,KaggleMart,Kaggle Mug,309,0,0
367,2015-01-21,Norway,KaggleMart,Kaggle Hat,555,0,0
368,2015-01-21,Norway,KaggleMart,Kaggle Sticker,152,0,0
369,2015-01-21,Norway,KaggleRama,Kaggle Mug,596,0,0
370,2015-01-21,Norway,KaggleRama,Kaggle Hat,902,0,0
371,2015-01-21,Norway,KaggleRama,Kaggle Sticker,256,0,0
372,2015-01-21,Sweden,KaggleMart,Kaggle Mug,227,0,0
373,2015-01-21,Sweden,KaggleMart,Kaggle Hat,343,0,0
374,2015-01-21,Sweden,KaggleMart,Kaggle Sticker,87,0,0
375,2015-01-21,Sweden,KaggleRama,Kaggle Mug,366,0,0
376,2015-01-21,Sweden,KaggleRama,Kaggle Hat,674,0,0
377,2015-01-21,Sweden,KaggleRama,Kaggle Sticker,157,0,0
378,2015-01-22,Finland,KaggleMart,Kaggle Mug,174,0,0
379,2015-01-22,Finland,KaggleMart,Kaggle Hat,301,0,0
380,2015-01-22,Finland,KaggleMart,Kaggle Sticker,85,0,0
381,2015-01-22,Finland,KaggleRama,Kaggle Mug,333,0,0
382,2015-01-22,Finland,KaggleRama,Kaggle Hat,548,0,0
383,2015-01-22,Finland,KaggleRama,Kaggle Sticker,147,0,0
384,2015-01-22,Norway,KaggleMart,Kaggle Mug,332,0,0
385,2015-01-22,Norway,KaggleMart,Kaggle Hat,494,0,0
386,2015-01-22,Norway,KaggleMart,Kaggle Sticker,145,0,0
387,2015-01-22,Norway,KaggleRama,Kaggle Mug,467,0,0
388,2015-01-22,Norway,KaggleRama,Kaggle Hat,922,0,0
389,2015-01-22,Norway,KaggleRama,Kaggle Sticker,249,0,0
